sl_nb_chambre,sl_taille,sl_prix,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece,sl_style_enc,sl_localisation_enc,sl_cuisine_enc,sl_exposition_enc,sl_vue_enc,sl_ascenseur_enc,sl_neuf_enc,sl_cave_enc,sl_annee_enc,sl_balcon_enc,sl_parquet_enc,sl_gardien_enc
3.0,200.0,2300000.0,1.0,2.0,3.0,2.0,7.0,2.0,1.0,6.0,0,0,0,0,0,1,0,0,1,0,1,1
3.0,240.0,5250000.0,1.0,1.5,2.6666666666666665,3.0,6.0,2.0,1.0,6.0,0,0,0,0,1,1,0,1,0,0,1,0
3.0,260.0,6250000.0,1.0,1.0,2.3333333333333335,3.0,5.0,2.0,1.0,5.0,0,0,0,0,1,1,0,0,0,0,1,1
5.0,274.0,4200000.0,3.0,2.0,2.0,4.0,6.0,2.0,1.0,7.0,0,0,0,0,1,0,0,1,0,0,1,0
4.0,236.66666666666666,4000000.0,2.6,1.6666666666666667,2.0,3.3333333333333335,6.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,199.33333333333331,3800000.0,2.2,1.3333333333333335,2.0,2.666666666666667,6.0,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,162.0,3600000.0,1.7999999999999998,1.0,2.0,2.0,6.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
4.0,305.0,3750000.0,1.4,4.0,2.0,1.0,5.0,2.0,1.0,7.0,0,0,0,0,1,1,0,1,1,0,1,1
3.0,128.0,1390000.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
2.6666666666666665,113.0,1343333.3333333333,1.1428571428571428,1.0,2.0,1.0,6.333333333333333,2.0,1.0,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
2.3333333333333335,98.0,1296666.6666666667,1.2857142857142856,1.0,2.0,1.0,5.666666666666667,2.0,1.0,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
2.0,83.0,1250000.0,1.4285714285714286,1.0,2.0,1.0,5.0,2.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
3.0,126.5,2075000.0,1.5714285714285714,2.0,1.5,1.5,6.5,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,170.0,2900000.0,1.7142857142857142,3.0,1.0,2.0,8.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,0,0
4.0,20.0,355000.0,1.8571428571428572,2.0,1.5,2.5,7.0,2.0,1.0,6.0,0,0,0,0,0,0,0,1,1,0,0,0
4.0,142.0,1590000.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,6.0,0,0,0,0,1,1,0,1,0,0,0,0
3.0,146.0,1995000.0,1.5,1.0,1.6666666666666667,3.5,5.5,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,150.0,2400000.0,1.0,1.0,1.3333333333333335,4.0,5.0,2.0,1.0,4.0,0,0,0,0,1,1,0,1,0,0,0,1
2.0,141.0,2390000.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,121.0,1650000.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,4.0,0,0,0,0,1,1,0,1,0,0,1,1
2.5,123.0,1875000.0,1.0,1.5,2.5,5.5,5.5,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,125.0,2100000.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,6.0,0,0,0,0,1,0,0,0,0,0,1,1
1.0,239.0,3750000.0,1.0,1.5,2.0,4.5,7.0,2.0,1.0,8.0,0,0,0,0,1,1,0,1,0,0,1,1
3.0,97.0,1345000.0,1.0,1.0,1.0,4.0,9.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,146.0,2790000.0,1.0,1.0,2.0,5.0,8.0,2.0,1.0,5.0,0,0,0,0,1,1,0,0,0,0,0,1
2.0,67.0,910000.0,1.0,1.5,1.0,1.0,6.0,2.0,1.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0
3.0,135.0,1648000.0,1.3333333333333333,2.0,1.3333333333333333,1.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1
3.5,20.0,355000.0,1.6666666666666665,1.5,1.6666666666666665,2.0,6.0,2.0,1.0,5.5,0,0,0,0,0,0,0,1,1,0,0,0
4.0,142.0,1590000.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,6.0,0,0,0,0,1,1,0,1,0,0,0,0
6.0,386.0,1845000.0,1.75,2.333333333333333,3.333333333333333,4.0,6.0,2.0,1.0,7.0,0,0,0,0,1,1,0,1,0,0,1,1
5.0,150.0,2100000.0,1.5,3.6666666666666665,4.666666666666666,4.333333333333333,3.0,2.0,1.0,6.0,0,0,0,0,0,1,0,0,1,0,0,1
7.0,445.0,7415000.0,1.25,5.0,6.0,4.666666666666667,4.0,2.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,137.0,1890000.0,1.0,3.0,1.0,5.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,1,0,0,1
1.0,90.0,1490000.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1
2.0,237.0,1340000.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,1,0
2.0,99.0,1190000.0,1.0,1.0,1.0,1.0,3.6666666666666665,2.0,1.0,4.0,0,0,0,0,1,1,0,1,1,0,1,1
1.5,87.0,1251000.0,1.0,1.0,1.0,2.0,4.333333333333333,2.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,75.0,1312000.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,0,0,0,0,1,1,0,1,0,0,0,0
6.0,386.0,7245000.0,1.0,1.3333333333333333,1.6666666666666665,4.0,6.0,2.0,1.0,7.0,0,0,0,0,1,1,0,1,0,0,1,1
5.0,150.0,2100000.0,1.0,1.6666666666666665,2.333333333333333,4.25,3.0,2.0,1.0,6.0,0,0,0,0,0,1,0,0,1,0,0,1
4.0,150.0,2100000.0,1.0,2.0,3.0,4.5,6.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,1,0,0,1
7.0,445.0,7415000.0,1.0,5.0,6.0,4.75,4.0,2.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,137.0,1890000.0,1.0,3.0,1.0,5.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,1,0,0,1
2.0,90.0,1099000.0,1.0,1.0,2.0,4.0,8.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
2.0,90.0,1130000.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,1,0,0,1
3.0,150.0,1940000.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,150.0,1790000.0,1.0,1.0,2.0,5.0,8.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,93.0,940000.0,1.0,1.0,1.0,4.0,9.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,42.0,785000.0,1.0,1.3333333333333333,1.0,8.0,10.0,2.0,1.0,2.0,0,0,0,0,1,1,0,1,0,0,0,0
4.0,322.0,7280000.0,1.0,1.6666666666666665,1.0,9.0,9.0,2.0,1.0,8.0,0,0,0,0,1,1,0,1,0,0,0,1
3.0,335.0,5950000.0,1.0,2.0,1.0,8.0,6.0,2.0,1.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,440.0,7000000.0,1.0,3.5,3.0,7.0,3.0,2.0,1.0,20.0,1,0,0,0,0,1,0,0,0,0,0,0
5.0,348.0,4500000.0,1.0,5.0,5.0,6.0,2.0,2.0,1.0,8.0,0,0,0,0,0,1,0,1,0,0,0,1
5.0,316.0,8340000.0,1.0,3.0,4.0,4.0,6.0,2.0,1.0,9.0,0,0,0,0,1,1,0,1,1,0,1,1
1.0,50.0,832000.0,1.0,1.0,3.0,7.0,7.0,2.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,120.0,1985000.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,1,0,0,1
2.0,200.0,3800000.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
5.0,281.0,6500000.0,3.0,1.0,5.0,2.0,5.333333333333333,2.0,1.0,8.0,0,0,0,0,1,1,0,0,0,0,1,1
4.5,229.0,4795000.0,2.0,1.0,4.0,3.5,5.666666666666667,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,177.0,3090000.0,1.0,1.0,3.0,5.0,6.0,2.0,1.0,6.0,0,0,0,0,1,1,0,0,1,0,1,1
4.0,322.0,7280000.0,1.0,1.5,3.0,9.0,9.0,2.0,1.0,8.0,0,0,0,0,1,1,0,1,0,0,0,1
3.0,202.0,2610000.0,1.0,2.0,3.0,1.0,8.5,2.0,1.0,6.0,0,0,0,0,1,1,0,1,0,0,0,1
4.0,250.0,4700000.0,1.0,3.0,3.0,4.0,8.0,2.0,1.0,7.0,0,0,0,0,1,1,0,0,0,0,1,1
3.0,163.0,2850000.0,1.0,2.6666666666666665,2.6666666666666665,4.0,6.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,177.0,2595000.0,1.0,2.3333333333333335,2.3333333333333335,5.0,5.5,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
5.0,303.0,3490000.0,1.0,2.0,2.0,6.0,5.0,2.0,1.0,8.0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,50.0,832000.0,1.0,1.0,2.5,7.0,7.0,2.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0
3.0,210.0,2310000.0,1.0,2.0,3.0,1.0,7.5,2.0,1.0,6.0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,218.0,5150000.0,1.0,2.0,4.0,7.0,8.0,2.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1
5.0,381.0,5950000.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,8.0,0,0,0,0,1,1,0,0,0,0,1,1
3.0,163.0,2150000.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,1,0,0,0
4.0,232.0,2855000.0,1.0,1.5,1.0,3.0,6.0,2.0,1.0,6.0,0,0,0,0,0,1,0,1,1,0,0,1
3.0,100.0,1195000.0,1.0,2.0,1.0,2.0,5.5,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
3.0,210.0,3090000.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,5.0,0,0,0,0,0,1,0,1,1,0,0,1
3.0,112.0,1398500.0,1.0,1.0,1.0,7.0,3.5,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,348.0,4500000.0,1.0,5.0,5.0,6.0,2.0,2.0,1.0,8.0,0,0,0,0,0,1,0,1,0,0,0,1
4.0,152.0,1690000.0,1.0,2.0,4.666666666666667,1.0,3.5,2.0,1.0,5.0,0,0,0,0,0,1,0,1,0,0,0,1
5.0,420.0,7300000.0,1.0,1.6666666666666667,4.333333333333333,4.0,5.0,2.0,1.0,7.0,0,0,0,0,1,1,0,1,1,0,0,1
4.0,321.0,5440000.0,1.0,1.3333333333333335,4.0,3.0,4.5,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,222.0,3580000.0,1.0,1.0,3.666666666666667,2.0,4.0,2.0,1.0,5.0,0,0,0,0,1,0,0,1,1,0,0,0
3.0,96.0,1690000.0,1.5,1.0,3.3333333333333335,5.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
3.0,250.0,4200000.0,2.0,1.0,3.0,3.0,7.0,2.0,1.0,6.0,0,0,0,0,1,1,0,0,0,0,1,1
2.0,166.0,2745000.0,1.5,1.0,2.6666666666666665,2.5,7.5,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,82.0,1290000.0,1.0,1.0,2.3333333333333335,2.0,8.0,2.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,1
3.0,146.0,2100000.0,1.0,1.0,2.0,5.0,7.0,2.0,1.0,5.0,0,0,0,0,1,1,0,1,0,0,0,1
1.0,73.0,998000.0,1.0,1.0,1.0,4.0,8.0,2.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,1
1.75,114.75,1686000.0,1.0,1.0,1.75,4.0,8.0,2.0,1.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
2.5,156.5,2374000.0,1.0,1.0,2.5,4.0,8.0,2.0,1.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0
3.25,198.25,3062000.0,1.0,1.0,3.25,4.0,8.0,2.0,1.0,7.25,0,0,0,0,0,0,0,0,0,0,0,0
4.0,240.0,3750000.0,1.0,1.0,4.0,4.0,8.0,2.0,1.0,9.0,0,0,0,0,0,1,0,1,0,0,0,1
5.0,222.0,2898000.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,210.0,2700000.0,1.5,2.0,2.0,5.0,4.25,2.0,1.0,7.0,0,0,0,0,0,1,0,1,0,0,0,1
3.0,140.0,1380000.0,1.0,1.0,2.0,4.0,4.5,2.0,1.0,5.0,0,0,0,0,0,1,0,0,1,0,0,1
3.0,110.0,1575000.0,1.0,1.0,2.0,3.0,4.75,2.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,1,1
4.0,160.0,2120000.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,6.0,0,0,0,0,0,1,0,0,1,0,1,0
4.0,175.0,2155000.0,1.0,1.5,2.0,2.5,5.5,2.0,1.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0
4.0,190.0,2190000.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,7.0,0,0,0,0,0,1,0,1,1,0,1,1
3.0,101.0,1280000.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,1,0,1,1
2.0,74.0,1020000.0,1.3333333333333333,1.0,1.0,3.0,7.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,1,1
2.0,82.0,1120000.0,1.6666666666666665,1.0,1.0,3.0,6.0,2.0,1.0,4.0,0,0,0,0,0,1,0,1,1,0,1,1
6.0,293.0,4672500.0,2.0,2.0,1.0,5.0,7.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0
3.0,74.0,915000.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,0,0,0,0,1,1,0,0,1,0,1,1
6.0,425.0,6825000.0,2.0,3.0,2.0,1.0,6.0,2.0,1.0,9.0,0,0,0,0,0,1,0,1,1,0,0,1
1.0,45.0,686000.0,2.0,3.0,2.0,3.0,6.0,2.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,1
1.0,45.0,686000.0,2.0,3.0,2.0,3.0,6.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
