sl_style,sl_localisation,sl_nb_chambre,sl_taille,sl_prix,sl_paragraphe,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_annee,sl_etage,sl_hauteur,sl_ascenseur,sl_vue,sl_cave,sl_parking,sl_chemine,sl_exposition,sl_balcon,sl_terrasse,sl_gardien,sl_travaux,sl_neuf,sl_parquet,sl_cuisine,sl_vis_a_vis,sl_jardin,sl_piscine,sl_nb_piece
Appartement,,2 chambres,74m²,444 000 €,"METROPOLE Immobilier vous propose ce beau T3, dans le quartier de Bellecombe dans le 6ème arrondissement de Lyon. Cet appartement de charme a un fort potentiel pour le rénover à votre goût. Situé au 3ème étage, il se compose d'un séjour, d'une cuisine fermée, d'une salle de bain avec WC séparé et de 2 chambres.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 3ème étage,Bâtiment de 4 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,3 pièces
Appartement,,1 chambre,52m²,405 000 €,"Sublime T2 bis rénové d'environ 52 m² idéalement situé en plein coeur de Masséna. Immeuble sur son terrain de 1900 au 3ème étage sur 3 traversant est/ouest sans vis-vis. Vue arborée donnant sur un parc. Ce bien se compose d'une vaste pièce vie de 29 m² avec cuisine US équipée, une chambre de 17 m², un espace bureau ou deuxième petite chambre, salle d'eau WC. Une grande cave complète le bien en annexe. Proche de toutes les commodités. Kassandra Berbit ou Sophie Ferrini.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1900,Au 3ème étage,Bâtiment de 3 étages,Non reference,Non reference,10m² Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,21m²,8 333 € / m²,175 000 €,NOVEA Immobilier LYON 6 a le plaisir de vous proposer cet appartement situé au 4e étage sans ascenseur d'une copropriété bien entretenue.,1 Salle d'eau,Non reference,1 Toilette,Année de construction 1900,Au 4ème étage,Bâtiment de 4 étages,Non reference,Non reference,Cave,Non reference,Non reference,Orientation Sud,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,1 pièce
Appartement,,2 chambres,88m²,598 000 €,"Superbe appartement dans un immeuble bourgeois du 6ème arrondissement. T3 de 88 m² joliment rénové comprenant un beau séjour d'angle de rue, lumineux, sol parquet et cheminée.Une belle cuisine indépendante équipée moderne, un hall d'entrée spacieux qui dessert une salle de bains, un WC et deux chambres dont une avec alcôve.Vous disposez également d'une cave, commerces à proximité immédiate, transports métro et tram. Copropriété de 15 personnes n'ayant pas de litiges et des charges annuelles de 1224 EUR. Exclusivité bruno PERBET.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1900,Au 1er étage,Bâtiment de 6 étages,Non reference,Non reference,Cave,Non reference,Non reference,Orientation Nord-Est,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée équipée,Non reference,Non reference,Non reference,3 pièces
Maison / Villa,,4 chambres,160m²,289 000 €,"L'AGENCE D vous propose à 10 mn de l'autoroute a89,8 mn de Saint Germain laval, Noiretable, 15 mn de Boen, 35 mn de Roanne dans un lieu exceptionnel et un village tranquille, au calme, une rare et magnifique bâtisse ancienne entièrement rénovée sur 2000 m² de prairie longeant la rivière l'AIX.(Vous êtes en zone non-inondable)",3 Salles d'eau,1 Salle de bain,3 Toilettes,Non reference,Non reference,Bâtiment de 2 étages,Non reference,Non reference,Non reference,2 Parkings,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,8 pièces
Appartement,,2 chambres,"67,53m²",375 000 €,"HESPÉRIDES BROTTEAUX - Dans cette élégante résidence pour séniors, appartement T3 de 67,53 m² avec terrasse situé en étage élevé. Il se compose d'une entrée, d'un séjour d'angle (22,25 m²) donnant sur la terrasse exposée Ouest, d'une cuisine, de 2 chambres et de 2 salles de douche. Une cave et un garage complètent ce bien. Nombreux services sur place: accueil, salon avec bar, restaurant, animations diverses, jardins et terrasses, service de sécurité 24/24 h. Copropriété de 90 lots. Charges de copropriété: 1160,00 EUR / mois. Mandat charge vendeur No 0222.",2 Salles d'eau,Non reference,2 Toilettes,Année de construction 1987,Au 6ème étage,Bâtiment de 12 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Est,Non reference,1 Terrasse,Gardien,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,3 pièces
Appartement,,3 chambres,117m²,795 000 €,"Secteur La Plaine proche du Point du Jour, nous vous proposons une maison familiale d'exception (une surface habitable de 273 m²). Située dans une impasse privée très au calme sur un terrain de 1000 m² arboré. Ses terrasses, avec leurs différentes expositions vous permettent de profiter de l'extérieur tout au long de la journée. Au premier niveau: Pièce de vie avec cheminée au niveau supérieur de 50 m² très lumineuse comprenant le salon, la salle à mangé et un cuisine ouverte équipée et aménagée. Trois chambres, une salle d'eau, un WC indépendant et l'accès au niveau inférieur. Ce dernier est composé deux belles chambres avec salle d'eau, une buanderie. Un espace dédié aux parents indépendant avec accès direct à la terrasse, la piscine et le sauna il est composé d'une chambre, d'un salon TV de 24 m², d'un bureau, d'un dressing, une salle d'eau et un WC. Cette villa de 1970 a entièrement rénovée sur ces 3 dernières années: façades, toitures.(gedeon_37410_20687297).",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1990,Au 1er étage,Bâtiment de 4 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud-Est,"19,14m² Balcon",Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,5 pièces
Appartement,,1 chambre,38m²,249 000 €,"A deux pas du parc, situation idéale pour cet appartement T2 rénové, 38 m², orienté Est / Ouest, séjour parquet d'origine, cuisine US équipée, petite chambre au calme (7 m²), salle d'eau, faibles charges, idéal location meublée !",1 Salle d'eau,Non reference,1 Toilette,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Est,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine américaine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,2 chambres,67m²,385 000 €,"Bien agencé et lumineux (2ème étage), cet appartement comporte une pièce de vie sud-ouest s'ouvrant sur un balcon sud, une cuisine indépendante avec accès balcon, 2 chambres de bonnes surfaces à l'ouest, un grand débarras (futur dressing ?), une salle d'eau, un WC indépendant et une cave. Le débarras pourrait facilement être inclus dans la chambre du fond pour faire un lot indépendant, L'ensemble nécessite des travaux car il est dans son jus mais sa situation est parfaite à mi-chemin entre le parc de la tête d'or et le Cours Vitton.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1970,Au 2ème étage,Bâtiment de 12 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud-Ouest,1 Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,3 pièces
Non reference,Quartier Les Brotteaux-Bellecombe-Masséna,Non reference,Non reference,Non reference,Studio dans Résidence les Hespérides.,1 Salle d'eau,Non reference,1 Toilette,Année de construction 1988,Non reference,Bâtiment de 14 étages,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,Non reference
Appartement,,2 chambres,78m²,470 000 €,"Situé au coeur du 6e arrondissement de Lyon, Rue Crillon, NOVEA IMMOBILIER a le plaisir de vous proposer en exclusivité ce beau T3 de 78 m². Au 1er étage d'une copropriété située sur son terrain, composé d'un salon séjour, d'une cuisine indépendante, de deux chambres et d'une salle de bain. Ce bien est vendu avec un cave et la possibilité d'acquérir une place de stationnement en sous-sol.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1968,Au 1er étage,Bâtiment de 4 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée équipée,Non reference,Non reference,Non reference,3 pièces
Appartement,,2 chambres,79m²,538 000 €,"LYON 6ème - LES BROTTEAUX Venez découvrir cet appartement de type 4 pièces idéalement situé à proximité du Parc de la Tête d'Or et du métro, dans une copropriété de standing. Traversant Est/Ouest, au 4ème étage, et sans vis-à-vis, sur le Cours Vitton. Cet appartement, dans l'ancien rénové, se compose d'un salon/séjour avec une cuisine aménagée et équipée donnant sur un balcon, de 2 chambres, d'un bureau avec possibilité de transformer celui-ci en 3ème chambre, et d'une salle de bain. Ce bien dispose d'une climatisation réversible. De nombreux rangements, un grenier et une cave complètent ce bien. A voir sans tarder ! Contactez-nous pour obtenir des informations sur ce bien à la vente: CENTURY 21 Valmy Immobilier 6 Rue du Marché 69009 LYON Prix: 538000.0 euros, Honoraires charge vendeur.",1 Salle d'eau,Non reference,Non reference,Non reference,Au 4ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,4 pièces
Appartement,,1 chambre,40m²,260 000 €,"BROTTEAUX Situé au dernier étage de l'immeuble avec vue dégagée, découvrez cet appartement T2,40 m², idéalement situé et à deux pas de la gare de la Part -Dieu comprenant un hall, une cuisine, un séjour ouvrant sur balcon, une chambre, une salle d'eau, WC. Une cave. Accès place stationnement.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1960,Au 10ème étage,Bâtiment de 10 étages,Ascenseur,Vue,Cave,1 Parking,Non reference,Non reference,1 Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,2 pièces
Appartement,,2 chambres,52m²,350 000 €,"SOUS COMPROMIS EXCLUSIVITÉ Dufossé Immobilier vous propose, en plein coeur du 6ème arrondissement de Lyon, ce beau T3 d'une surface Carrez de 51,6 m². Grand dégagement desservant une cuisine ouverte sur séjour, une buanderie, 2 chambres en parquet, un dressing. Rénovation 2017. Double vitrage, volets électriques. 3ème étage avec ascenseur. Cave. Proximité commerces et métro.",1 Salle d'eau,Non reference,1 Toilette,Non reference,Au 3ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,3 pièces
Appartement,,2 chambres,"77,42m²",430 000 €,"Dans le 6e arr. De Lyon, votre agence immobilière BGC vous propose de faire l'achat d'un bel appartement traversant très bien situé de 3 pèces au 5ème étage sur 8, de 77.42 m² loi Carrez. Immeuble achevé en 1978. L'habitation se constitue d'un espace cuisine avec salon attenant prolongé par un beau balcon exposé Est avec une vue dégagée, d'une chambre parentale spacieuse avec balcon exposé sud, d'une seconde chambre lumineuse, d'une salle de bain et d'un WC séparé. Ce logement est vendu avec une cave et un garage. Pour profiter de l'extérieur, vous disposerez de 2 balcons totalisant 11.60 m², ce qui amène la superficie à vivre à 89.02 m². Le prix de vente s'élève à 460 000 EUR auquel il faudra rajouter quelques travaux de rénovation. A quelques minutes du parc de la tête d'or, des métros Brotteaux ou Charpennes et de plusieurs commerces de proximité.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1978,Au 5ème étage,Bâtiment de 8 étages,Ascenseur,Vue,1m² Cave,Non reference,Non reference,Orientation Sud-Est,11m² Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine,Non reference,Non reference,Non reference,3 pièces
Appartement,,1 chambre,35m²,309 000 €,"RARE LYON 6 / FOCH / A 200m de la Place M-LYAUTEY, Emplacement très prisé pour cet Appartement de 35 m² entièrement rénové au 5ème et dernier étage (ss ascenseur) d'un immeuble Ancien de Charme. Beau produit'clefs en mains'sur un marché très fermé. Prix: 309.000 euros / Contact Julien DUVERT Bureau Sully Groupe VMA / Bien sous le régime de la copropriété, nb de lots dans la copropriété: 20 lots / charges annuelles: 400 / pas de procédure en cours / prix affichés honoraires inclus.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1900,Au 5ème étage,Bâtiment de 5 étages,Non reference,Non reference,Cave,Non reference,Non reference,Orientation Est,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,41m²,285 000 €,Contre la gare des Brotteaux. En étage élevé. Ce 2 pièces d'environ 41 m² a été rénové. La pièce à vivre est lumineuse et s'ouvre sur le balcon. Une grande chambre séparée.,1 Salle d'eau,Non reference,1 Toilette,Année de construction 1960,Au 7ème étage,Non reference,Ascenseur,Non reference,Non reference,1 Parking,Non reference,Orientation Est,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,,2 chambres,61m²,366 000 €,"METROPOLE Immobilier vous propose ce beau T3, dans le quartier de Bellecombe dans le 6ème arrondissement de Lyon. Cet appartement de charme a un fort potentiel pour le rénover à votre goût. Situé au 3ème étage, il se compose d'un séjour, d'une cuisine fermée, d'une salle d'eau avec WC séparé et de 2 chambres.",1 Salle d'eau,Non reference,1 Toilette,Non reference,Au 3ème étage,Bâtiment de 4 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,3 pièces
Appartement,,1 chambre,35m²,309 000 €,"RARE LYON 6 / FOCH / A 200m de la Place M-LYAUTEY, Emplacement très prisé pour cet Appartement de 35 m² entièrement rénové au 5ème et dernier étage (ss ascenseur) d'un immeuble Ancien de Charme. Beau produit'clefs en mains'sur un marché très fermé. Prix: 309.000 euros / Contact Julien DUVERT Bureau Sully Groupe VMA / Bien sous le régime de la copropriété, nb de lots dans la copropriété: 20 lots / charges annuelles: 400 / pas de procédure en cours / prix affichés honoraires inclus.",,Non reference,,Année de construction 1900,Au 5ème étage,Bâtiment de 5 étages,Non reference,Non reference,Cave,Non reference,Non reference,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,71m²,407 000 €,NOVEA IMMOBILIER a le plaisir de vous proposer en exclusivité ce beau T3 de 71 m² situé au coeur du 6ème arrondissement de LYON: RUE GARIBALDI.,1 Salle d'eau,Non reference,1 Toilette,Année de construction 1972,Au 2ème étage,Bâtiment de 11 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Est,2m² Balcon,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,3 chambres,Non reference,691 500 €,A saisir !,Non reference,Non reference,1 Toilette,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Sud,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,4 pièces
Appartement,,3 chambres,118m²,824 500 €,"Appartement familial de 118 m², dans un bel immeuble bourgeois, situé à l'angle de l'avenue de Saxe et du cours Lafayette à Lyon 6ème en plein centre ville. Il se compose d'un séjour de 32 m² avec parquet et cheminée, d'une cuisine de 13 m² aménagée, de 3 chambres spacieuses de 13 à 22 m² et d'une salle de bains avec baignoire. L'ensemble est en bon état. L'appartement est, traversant sur rue, exposé au Sud et sur cour arborée, orienté au Nord. Le chauffage est individuel. On apprécie les volumes de chaque pièce, la distribution sans perte de place et la situation géographique au coeur d'un quartier animé avec toutes les commodités. La presqu'île de Lyon est accessible à pied. Honoraires à la charge du vendeur. Dans une copropriété de 15 lots. Quote-part moyenne du budget prévisionnel 1 350 €/an. Aucune procédure n'est en cours. Nos honoraires: Réf. Annonce: VA18614-IMMOKIA.",Non reference,1 Salle de bain,1 Toilette,Non reference,Non reference,Non reference,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,4 pièces
Appartement,,3 chambres,"171,32m²",1 160 000 €,"RARE / BOULEVARD DES BELGES, dans immeuble de PRESTIGE, appartement familial traversant de 171,32 m² à rénover. Il offre un hall d'entrée, un double séjour d'angle avec 3 fenêtres Sud / Ouest, hauteur sous plafond 3,35 m, une cuisine dînatoire, 3 chambres (possibilité 4), 2 salles de bains. Cave et parking couvert. Accès direct au parc. Charges de copropriété à venir. Copropriété de 11 lots. Mandat charge vendeur no 0216.",1 Salle d'eau,1 Salle de bain,3 Toilettes,Non reference,Non reference,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud-Est,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,5 pièces
Appartement,,5 chambres,176m²,995 000 €,"Immeuble sur son terrain, appartement issu de la réunion de deux (possibilité de les séparer à nouveau sans formalités ni redistribution des réseaux, portes palières)",1 Salle d'eau,2 Salles de bain,2 Toilettes,Non reference,Non reference,Non reference,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,6 pièces
Appartement,,5 chambres,"163,35m²",1 198 000 €,"NOUVEAU ET EXCEPTIONNEL: loft avec jardin, en plein coeur du 6ème !",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1890,Non reference,Non reference,Ascenseur,Non reference,1m² Cave,Non reference,Non reference,Orientation Est,Non reference,1 Terrasse,Gardien,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,8 pièces
Appartement,,3 chambres,108m²,625 000 €,"Appartement T5 à rafraichir de 108m² au 6ème et dernier étage situé rue Louis Blanc. Immeuble avec ascenseur. Il se compose d'un salon + salle à manger d'environ 38 m², de trois chambres, d'une cuisine indépendante avec possibilité de l'ouvrir sur le salon, d'une salle de bains, d'une salle d'eau et 1 WC indépendant. Il est possible de transformer la salle à manger en 4ème chambre. Très peu de murs porteurs donc plusieurs agencements possible",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1960,Au 6ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,5 pièces
Appartement,,3 chambres,172m²,1 139 900 €,"EXCLUSIVITÉ - Idéalement situé, Quai du Général Sarrail, à proximité du coeur de la ville, des transports (métro ligne A station Foch) et des commerces.Dans un immeuble de standing, découvrez cet appartement lumineux situé au 3ème étage avec belle vue dégagée sur le Rhône et la Presqu'île. D'une superficie de 172m², il bénéficie d'une entrée spacieuse en pierres, d'une grande cuisine côté cour avec balcon et cellier, d'un double séjour lumineux de 44m² sur quai, de 3 chambres dont une parentale donnant sur les quais avec salle de bains et WC séparé et 2 chambres sur cour avec salle de bains.Ce bien est agrémenté par de nombreux rangements et de belles cheminées décoratives.Vendu avec une cave.Des travaux sont à prévoir.Nombre de lots: 48Classe énergétique: viergeMontant moyen trimestriel de la quote-part pour les charges courantes: 1 142€Taxe foncière 2019: 1 611€Pas de procédure en coursPrix de vente: 1 139 900€ honoraires agence inclus à la charge de l'acquéreur d'un montant de 39 896,5€ (3,5%) Vendu.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 3ème étage,Non reference,Non reference,Vue,Cave,Non reference,Non reference,Non reference,1 Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,5 pièces
Appartement,,1 chambre,"58,42m²",380 000 €,"Lyon 6ème proche Parc et Musée Guimet, dans une bel immeuble des années 30 avec ascenseur sur son terrain, appartement traversant avec vue dégagée, T2 bis de 58,42 m² composé d'une cuisine, d'un séjour et d'une chambre.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1930,Au 2ème étage,Bâtiment de 8 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Est,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,2 pièces
Appartement,,2 chambres,71m²,450 000 €,"Dans une copropriété de standing avec ascenseur, un appartement traversant T3 de 71 m². Ce bien est composé d'une entrée, une cuisine équipée ouverte sur un salon et un balcon exposé SUD, 2 chambres, une salle de bain, WC, rangements.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1950,Non reference,Non reference,Ascenseur,Non reference,Non reference,Non reference,Non reference,Orientation Sud,1 Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,3 pièces
Appartement,,1 chambre,41m²,246 000 €,"METROPOLE Immobilier vous propose ce beau T2 bis, dans le quartier de Bellecombe dans le 6ème arrondissement de Lyon. Cet appartement de charme a un fort potentiel pour le rénover à votre goût. Situé au 1er étage, il se compose d'une grande chambre ouverte sur une alcôve, un WC séparé, ainsi qu'une cuisine fermée.",Non reference,Non reference,1 Toilette,Non reference,Au 1er étage,Bâtiment de 2 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,2 pièces
Appartement,,37m²,6 000 € / m²,222 000 €,"METROPOLE Immobilier vous propose ce beau T1 bis, dans le quartier de Bellecombe dans le 6ème arrondissement de Lyon. Cet appartement de charme a un fort potentiel pour le rénover à votre goût. Situé au 1er étage, il se compose d'un grand séjour ouvert sur une alcôve, d'une cuisine fermée, une salle d'eau et un WC séparé.",1 Salle d'eau,Non reference,1 Toilette,Non reference,Au 1er étage,Bâtiment de 2 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,1 pièce
Appartement,,1 chambre,41m²,246 000 €,"METROPOLE Immobilier vous propose ce beau T2 bis, dans le quartier de Bellecombe dans le 6ème arrondissement de Lyon. Cet appartement de charme a un fort potentiel pour le rénover à votre goût. Situé au 2ème étage, il se compose d'une grande chambre ouverte sur une alcôve, d'une cuisine fermée, et d'un WC séparé",Non reference,Non reference,1 Toilette,Non reference,Au 2ème étage,Bâtiment de 4 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,2 pièces
Appartement,,2 chambres,103m²,677 000 €,"T3 de 103 m² idéalement situé à proximité du métro Foch dans un immeuble de 1870 sur son terrain. Ce bien se compose d'une cuisine indépendante équipée (possibilité US), d'un vaste séjour, deux chambres dont une suite parentale avec sa douche italienne, une salle de bains, WC séparés. Une cave complète ce bien. Cheminées, belle hauteur sous plafond, parquet, moulures. Lumineux. Proche de toutes les commodités. Kassandra Berbit ou Sophie Ferrini.",Non reference,Non reference,Non reference,Non reference,Au 2ème étage,Bâtiment de 5 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine aucune,Non reference,Non reference,Non reference,3 pièces
Appartement,,1 chambre,"23,51m²",237 000 €,"Idéal investisseur courte durée, un T2 entièrement rénové par un architecte composé d'une cuisine équipée ouverte sur un salon, une chambre, salle d'eau WC, rangements.",Non reference,1 Salle de bain,1 Toilette,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,42m²,325 000 €,"Superbe T2 en duplex de 42 m² idéalement situé à Foch sur la rue Cuvier à Lyon 6ème. Cet appartement se compose d'un séjour avec une cuisine US équipée, une salle de bains balnéo, WC séparés. A l'étage se trouve une chambre avec dressing. Proche de toutes les commodités. Kassandra Berbit ou Sophie Ferrni.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 1er étage,Bâtiment de 5 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,55m²,330 000 €,"METROPOLE Immobilier vous propose ce beau T2 bis, dans le quartier de Bellecombe dans le 6ème arrondissement de Lyon. Cet appartement de charme a un fort potentiel pour le rénover à votre goût. Situé au 1er étage, il se compose d'un grand séjour, d'une cuisine fermée, une salle de bain, une alcôve et un WC séparé.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 1er étage,Bâtiment de 2 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,2 pièces
Appartement,,4 chambres,131m²,1 150 000 €,"EMPLACEMENT EXCEPTIONNEL - LYON 6 PARC DE LA TÊTE D'OR BOULEVARD DES BELGES - Face au parc de la Tête d'Or et des quais du Rhône, immeuble de très haut standing PITANCE sécurisé. T5 de 131 m² traversant Sud / Nord très lumineux. Il bénéficie d'1 très bel espace de vie composé d'1 hall d'entrée qui dessert 1 salon ouvrant sur 1 beau balcon, 1 cuisine indépendante (ouvrable sur le salon). L'espace nuit est composé de 4 chambres, d'1 salle de bain, d'1 salle d'eau et de 2 WC.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1960,Non reference,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud,11m² Balcon,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,5 pièces
Appartement,,40m²,6 750 € / m²,270 000 €,LYON 6,Non reference,Non reference,Non reference,Année de construction 1900,Au 5ème étage,Bâtiment de 6 étages,Non reference,Non reference,Cave,Non reference,Non reference,Orientation Ouest,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,1 pièce
