bd_style,bd_localisation,bd_nb_chambre,bd_nb_piece,bd_prix,bd_paragraphe,bd_salle_d_eau,bd_salle_de_bain,bd_toilette,bd_annee,bd_etage,bd_hauteur,bd_ascenseur,bd_vue,bd_cave,bd_parking,bd_chemine,bd_exposition,bd_balcon,bd_terrasse,bd_gardien,bd_travaux,bd_neuf,bd_parquet,bd_cuisine,bd_vis_a_vis,bd_jardin,bd_piscine,bd_taille
Appartement,3 Chambres,5 Pièces,"6 250 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Trocadéro. Superbe appartement de 260 m² avec vue Tour Eiffel au 3ème étage d'un immeuble de grand standing. Il se compose d'une galerie d'entrée, d'un vaste double séjour donnant sur la Tour Eiffel, d'une grande cuisine toute équipée, de trois ou quatre chambres, une salle de bain, une salle de douche. Entièrement rénové et très lumineux de par son exposition Sud et Ouest. Une cave, un parking dans la cour et une chambre de service complètent ce bien. Paris Ouest Sotheby's International Realty.",1 Salle d'eau,1 Salle de bain,Non reference,Année de construction 1907,Au 3ème étage,Ascenseur,Balcon,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 5 étages,Non reference,Paris 16ème,Non reference,Parking,Parquet,Non reference,['260 M²'],,Non reference,Non reference,Belle vue
Appartement,5 Chambres,7 Pièces,"4 200 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 5% du prix du bien hors honoraires
Prix du bien hors honoraires : 4 000 000 €","FOCH - ARC DE TRIOMPHE Situé au 4ème étage d'un immeuble haussmannien de standing, appartement familial et de réception aux magnifiques volumes. Ce dernier est composé d'une vaste galerie d'entrée desservant un séjour exposé plein sud avec accès à un balcon, une grande salle à manger, 5 chambres avec chacune sa salle de bains/douche, dont 2 masters avec dressing, une salle de douche supplémentaire, une cuisine séparée entièrement aménagée et équipée ainsi qu'une buanderie. Parquet, moulures, cheminées. Une cave et une chambre de service de 11m² complètent ce bien d'exception. Consultants Immobilier aujourd'hui reconnu comme le leader de l'immobilier haut de gamme depuis 25 ans sur l'ouest parisien grâce à son réseau unique de 14 agences et 70 collaborateurs.",3 Salles d'eau,2 Salles de bain,2 Toilettes,Année de construction 1934,Au 4ème étage,Non reference,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,,Parquet,Non reference,['274 M²'],,Non reference,Non reference,Belle vue
Appartement,1 Chambre,5 Pièces,"6 300 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Palais de Tokyo. Rare. Superbe penthouse de 230 m² avec 300 m² de terrasse offrant une magnifique vue Tour Eiffel et 360 + sur Paris. L'appartement sur deux niveaux se compose d'une entrée, d'un salon avec parquet et cheminée, d'un bureau ou chambre, d'un séjour et salle à manger, d'une cuisine ouverte, d'une chambre master avec dressing et salle de bains, d'un hammam. Prestations très haut de gamme, possibilité d'acquérir un studio en supplément du prix. Paris Ouest Sotheby's International Realty.",Non reference,1 Salle de bain,Non reference,Année de construction 1900,Au 3ème étage,Ascenseur,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Paris 16ème,Non reference,Non reference,Parquet,Non reference,['230 M²'],Terrasse,Non reference,Non reference,Belle vue
Appartement,3 Chambres,4 Pièces,"2 320 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,94% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 232 000 €","A proximité de la place Victor Hugo, dans un immeuble de grand standing, très bel appartement de 139 m² (122 Carrez) en étage élevé composé d'un vaste séjour de 55 m² dont 10 m² de bow-window offrant une vue dégagée sur les toits de Paris. Il comprend 3 chambres donnant sur un large balcon-terrasse de 7 m², une cuisine entièrement équipée, une salle de bains avec douche-hammam, jacuzzi et toilettes, une salle d'eau, une buanderie, des toilettes indépendant set de nombreux rangements. Ce bien, en excellent état, est équipé de prestations haut de gamme (domotique, marbre au sol, boiseries en chêne, parquet et dressing en acajou dans les chambres, double-vitrage) et comprend également une cave ainsi qu'un double garage. Sectorisation: Janson de Sailly.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1960,Au 6ème étage,Ascenseur,Balcon,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Non reference,Parquet,Non reference,['139 M²'],Terrasse,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"3 600 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 2,86% du prix du bien hors honoraires
Prix du bien hors honoraires : 3 500 000 €","Avenue Foch, proche Étoile, au 2ème étage avec ascenseur d'un immeuble de standing en pierre de taille, appartement d'exception de 162 m² en parfait état. Il se compose d'une galerie d'entrée, d'un vaste double séjour avec boiseries donnant sur un balcon, d'une suite parentale avec dressing, salle de bains et sauna, d'un grand bureau (possibilité 2ème chambre) et d'une cuisine dînatoire entièrement équipée et aménagée. Belle hauteur sous plafond, parquets, moulures et cheminées. Climatisation, alarme et système stéréo dans l'appartement. Possibilité parking. Dont 2.86 % honoraires TTC à la charge de l'acquéreur.",Non reference,1 Salle de bain,2 Toilettes,Non reference,Au 2ème étage,Non reference,Balcon,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Parking,Parquet,Non reference,['162 M²'],Non reference,Non reference,Non reference,Non reference
Appartement,4 Chambres,7 Pièces,"3 750 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Avenue Raymond Poincaré A proximité immédiate de la place Victor Hugo, très bel appartement situé au 1er étage d'un immeuble ancien de grand standing. Il se compose d'une galerie d'entrée, d'un double-séjour donnant sur rue, d'une salle à manger suivie d'une grande cuisine, de 4 chambres et de 4 salles de bains. Hauteur sous plafond de 3,50 mètres. Climatisation dans tout l'appartement. Doubles- vitrage. Parquet, moulures, cheminées. Bon état général. Possibilité profession libérale.",Non reference,4 Salles de bain,Non reference,Année de construction 1900,Au 1er étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 5 étages,Non reference,Paris 16ème,Non reference,,Parquet,Non reference,['305 M²'],,Non reference,Non reference,Belle vue
Duplex,3 Chambres,5 Pièces,"1 390 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 2,96% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 350 000 €","Henri Martin. Duplex 5 pièces de 128,28 m² (108,2 m² ""carrez"") au rez-de-chaussée dans un immeuble ancien de très bon standing. Au niveau principal: entrée, séjour, salle à manger, cuisine indépendante aménagée, 2 chambres dont une avec salle de bains, salle d'eau, nombreux rangements et 2 WC. Au niveau inférieur: 3ème chambre ou bureau en souplex. Une cave complète ce bien. Appartement traversant, doté du charme de l'ancien et d'un plan optimisé. Profession libérale possible. Soumis au statut de la copropriété. Charges annuelles: 4.020 euros. Nombre de lots: 3. Prix de vente: 1.590.000 euros FAI dont 2,96 % TTC d'honoraires à la charge de l'acquéreur. Crée en 1993, le groupe BUILDING PARTNERS est composé de 4 agences agences situées à Levallois-Perret, Neuilly-sur-Seine et Paris 17ème et Paris 16ème. Avec le plus grand choix d'appartements à la vente sur les communes sur lesquels il s'installe, BUILDING PARTNERS s'impose en leader incontournable sur ces marchés. Pour cela, notre groupe a développé une importante gamme de services qui nous permettent d'offrir à nos clients une prestation sur mesure qui répondra à toutes leurs attentes: photographe professionnel, visite virtuelle, réalisation de plans, communication ciblée ou encore off-market. L'agence du 16ème arrondissement, située 184 avenue Victor Hugo, offre un espace de travail de 250 m² à quelques mètres de la Mairie du 16ème. En quelques chiffres, BUILDING PARTNERS c'est 100 nouveaux biens à vendre chaque mois et 400 ventes par an.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1907,Non reference,Ascenseur,,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 7 étages,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['128 M²'],,Non reference,Non reference,Non reference
Duplex,2 Chambres,3 Pièces,"1 890 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,84615% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 820 000 €","DUPLEX TERRASSE DERNIER ETAGE LA MUETTE- Au sein d'un immeuble Pierre de taille d'excellente facture, au dernier étage, appartement traversant en duplex d'une surface de 110 m² avec terrasse. Entrée, double séjour donnant sur un balcon, une chambre, une cuisine indépendante aménagée et équipée donnant accès à la terrasse, une salle de bains, WC indépendant. A l'étage, une vaste chambre. Une cave complète le bien. Exceptionnel et rare. Très belle hauteur sous plafond, charme de l'ancien préservé, vue magnifique sur les jardins du Ranelagh et la Tour Eiffel, baigné de lumière. Chambre de service louable entièrement aménagée (kitchenette et douche) en sus. Coup de coeur.",Non reference,Non reference,Non reference,Année de construction 1870,Au 6ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['107 M²'],Terrasse,Non reference,Non reference,Belle vue
Appartement,2 Chambres,3 Pièces,"1 250 000 €
Les honoraires sont à la charge du vendeur","Vue dégagée - 6 éme étage Exclusivité, Dans un immeuble récent au 6 éme étage avec vue dégagée et sans vis à vis, appartement ai plan parfait, traversant de 98 m² composé d'un grand séjour avec une petite terrasse exposé ouest, deux belles chambres, une salle de bain, une salle d'eau, une cuisine ainsi que des WC invité.",1 Salle d'eau,1 Salle de bain,1 Toilette,Non reference,Au 6ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 9 étages,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['98 M²'],Terrasse,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"1 250 000 €
Les honoraires sont à la charge du vendeur","EXCLUSIVITÉ - C'est à 2 pas de l'Etoile, dans une rue calme, au 1er étage d'un bel immeuble haussmanien que se trouve ce beau 4 pièces au plan en L. L'entrée dessert sur la droite un salon aux magnifiques moulures avec en enfilade la salle à manger ?, puis une troisième pièce de séjour avec de nombreux placards, pouvant faire office de chambre. Sur la gauche des toilettes invités avec lave-mains. Au fond de l ? Entrée, la cuisine est compacte et fonctionnelle à proximité de la salle à manger. Le couloir d accès à la chambre dessert la salle de bains et des toilettes. De nombreux placards agrémentent cet appartement aux codes de l'ancien très préservés. Les 2 cheminées fonctionnent. Parquet point de Hongrie. Une chambre de service au 6ème étage (accessible ascenseur 5ème) vue Arc de Triomphe est inclue, ainsi qu'une cave PROFESSIONS LIBÉRALES POSSIBLES Copropriété de 26 lots.",Non reference,1 Salle de bain,2 Toilettes,Année de construction 1890,Au 1er étage,Non reference,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 5 étages,Non reference,Paris 16ème,Non reference,Non reference,Parquet,Non reference,['83 M²'],,Non reference,Non reference,Non reference
Duplex,2 Chambres,4 Pièces,"1 130 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,09% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 096 100 €","Quartier de La Muette - Duplex atypique très calme - 4 pièces en parfait état avec terrasse intérieure de 9 m². Situé dans un bel immeuble haussmannien, cet appartement atypique est constitué de deux niveaux: 64 m² au rez-de-chaussée avec une entrée, un WC séparé, un séjour de 23 m², une chambre, un petit bureau, une salle de bains avec baignoire/douche/WC, une cuisine ouverte. 28 m² en sous-sol avec une grande chambre de 16 m², une salle d'eau avec WC, une buanderie et un débarras. Le tout a été parfaitement rénové il y a 6 mois. Exposé Sud, il donne sur une vaste cour intérieure lumineuse. Belle hauteur sous plafond.",1 Salle d'eau,1 Salle de bain,3 Toilettes,Année de construction 1900,Au moins 1 toilette séparée,Non reference,,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Non reference,Parquet,Non reference,['92 M²'],Terrasse,Non reference,Non reference,Non reference
Duplex,4 Chambres,6 Pièces,"2 900 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Faisanderie- Appartement comme une maison en duplex rez-de jardin et 1er étage sur jardin arboré clos de murs de 200 m² exposé ouest. Au niveau du rez-de-jardin, entrée, salon salle à manger, cuisine, WC invités, accès par escalier intérieur aux 3 chambres, dont 2 avec salles de bains et WC et 1 chambre avec sa salle de douches et WC, 1 bureau, buanderie et dressing. 2 caves et 2 places de parking dans l'immeuble au 1er sous-sol en sus. Honoraires de transaction TTC à la charge du vendeur. Entre le boulevard Flandrin et l'avenue Victor Hugo, commerces et transports à proximité. Métro ligne 2 et 9, bus 52, RER C Sectorisation: Janson de Sailly.",Non reference,3 Salles de bain,1 Toilette,Année de construction 1992,Non reference,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 8 étages,Non reference,Paris 16ème,Non reference,Parking,Non reference,Non reference,['170 M²'],,Non reference,Non reference,Non reference
Appartement,Non reference,Non reference,"355 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Avenue Victor Hugo- studio profession libérale possible Au rez-de-chaussée d'un immeuble ancien de grand standing de l'avenue Victor Hugo, aux parties communes rénovées et sécurisé 24h/h, un studio de 20 m² ouvrant sur une belle cour paysagée, composé d'une pièce de vie avec cuisine ouverte et d'une salle d'eau. Ce bien rare est complété par une cave. Excellente localisation et possibilité de profession libérale.",Non reference,Non reference,Non reference,Année de construction 1900,Non reference,Non reference,,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['20 M²'],,Non reference,Non reference,Non reference
Duplex,4 Chambres,6 Pièces,"1 590 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,99% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 529 000 €","Église d'Auteuil - Sectorisation Jean Baptiste Say - Quai Louis Blériot Nous vous proposons en exclusivité cet appartement familial en duplex avec 5 chambres, situé au deuxième et troisième étage avec un plan optimal et une hauteur sous plafond de 3.35. Au premier niveau, une entrée, un séjour, une cuisine indépendante, deux chambres avec une salle de bain et un WC séparé. Au second niveau, trois chambres avec deux salle d'eau et un WC séparé. Vue dégagée et sans aucun vis à vis, appartement très lumineux et traversant. Immeuble de bon standing aux parties communes tout juste refaites. Une place de parking disponible en sus dont 3.99 % honoraires TTC à la charge de l'acquéreur.",2 Salles d'eau,1 Salle de bain,2 Toilettes,Année de construction 1954,Au 3ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Parking,Non reference,Non reference,['142 M²'],Non reference,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"2 500 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4,17% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 400 000 €","Paris XVI - Magnifique et unique appartement de 100 m² de grand standing surplombant les Jardins du Ranelagh, sis au dernier étage d'un immeuble offrant une vue panoramique exceptionnelle sur la Tour Eiffel, l'Hippodrome d'Auteuil, le Bois de Boulogne, la Fondation Vuitton, le Mont Valérien et la Défense. Ce bien d'exception entièrement refait à neuf avec des prestations de grand luxe entouré de 2 terrasses aménagées, comprend un double salon avec cheminée, un coin salle à manger, une cuisine équipée, 2 chambres avec salle-de-bains en suite. Cave aménagée. Possibilité en plus du prix, d'acquérir un studio de 25 m² situé au rez-de-chaussée et entièrement équipé, ainsi que deux box garages avec porte automatisée. Accès direct à la Porte de la Muette, à l'A13 et aux quais de Seine. Métro: Muette.",Non reference,2 Salles de bain,3 Toilettes,Année de construction 1955,Au 9ème étage,Ascenseur,Balcon,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 9 étages,Non reference,Paris 16ème,Non reference,,Parquet,Non reference,['96 M²'],Terrasse,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"2 400 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Flandrin - Victor Hugo Situé en étage élevé, dans un très bel immeuble haussmannien, cet appartement, décoré avec goût de façon contemporaine, se compose d'une galerie d'entrée, d'une double réception donnant sur la rue, de deux chambres, d'une salle de bains et d'une salle de douche. Une vaste cuisine'pièce à vivre'complète idéalement cet appartement en parfait état. Hauteur sous plafond de 3,30 mètres. Exposition est. En annexe: une cave et une petite pièce de service de 7 m² accessible par l'ascenseur.",1 Salle d'eau,1 Salle de bain,Toilette séparée,Année de construction 1897,Au 4ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 5 étages,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['150 M²'],,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"2 390 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 298 077 €","Paris16éme - Trocadero -Dans un bel hôtel particulier Pierre de taille. Appartement de 141 m² avec belle hauteur sous plafond, lumineux situé au 1er étage sans ascenseur. Comprenant: Une entrée, un séjour, une cuisine, deux chambres avec possibilité de crée une 3ème, une salle de bains avec WC, une salle d'eau, un WC indépendant, nombreux rangements, et une cave complète ce bien. Cet appartement bénéficie d'une vue sur la Tour Eiffel. Aucune perte de place, beau potentiel. Exposition Sud. Proximité immédiate des transports et commerces. Charges annuelles: 5880 euros, Nombres de lots (en attente), Commission agence: 5%.",1 Salle d'eau,1 Salle de bain,1 Toilette,Non reference,Au 1er étage,Non reference,,Non reference,Non reference,Non reference,Non reference,Non reference,Bâtiment de 3 étages,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['141 M²'],,Non reference,Non reference,Non reference
Duplex,2 Chambres,4 Pièces,"1 650 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 5,1% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 570 000 €","Au dernier étage d'un immeuble haussmannien, bel appartement en duplex d'une superficie de 119 m². Traversant, lumineux et calme, il est composé, au premier niveau, d'un vaste salon-salle à manger, une chambre parentale, une salle de bain avec dressing, une cuisine indépendante et au deuxième niveau, d'une chambre avec sa salle de douche. Larges fenêtres et balcons en façade et sur cour, nombreux rangements. Une cave et un débarras complètent ce bien.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1910,Au 6ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,,Parquet,Non reference,['121 M²'],,Non reference,Non reference,Belle vue
Appartement,2 Chambres,3 Pièces,"1 250 000 €
Les honoraires sont à la charge du vendeur","Vue dégagée - 6 éme étage Exclusivité, Dans un immeuble récent au 6 éme étage avec vue dégagée et sans vis à vis, appartement ai plan parfait, traversant de 98 m² composé d'un grand séjour avec une petite terrasse exposé ouest, deux belles chambres, une salle de bain, une salle d'eau, une cuisine ainsi que des WC invité.",1 Salle d'eau,1 Salle de bain,1 Toilette,Non reference,Au 6ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 9 étages,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['98 M²'],Terrasse,Non reference,Non reference,Belle vue
Duplex,Paris 16ème,3 Chambres,6 Pièces,"2 100 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Victor Hugo - Impasse privée.Dans un immeuble ancien 1900 de standing un appartement de 6 pièces de 125m². Il se compose au 5ème étage d'une entrée, d'une double réception donnant sur un large balcon-terrasse filant avec vue sur la Tour Eiffel, une cuisine équipée, un bureau, 2 chambres ouvrant sur le balcon, une salle de bains complète, une salle d'eau, des toilettes. Au 6ème étage, un bel escalier dessert la 3ème chambre avec une salle de bains et un dressing. Lumineux, calme, à proximité des bonnes écoles et des commerces. 2 caves complètent ce bien.",1 Salle d'eau,2 Salles de bain,3 Toilettes,Non reference,Au 5ème étage,Bâtiment de 5 étages,Non reference,Belle vue,Non reference,,Non reference,Non reference,Balcon,Terrasse,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['125 M²']
Appartement,Paris 16ème,1 Chambre,8 Pièces,"3 750 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème NORD - BALCONS TERRASSES Au 7ème étage d'un immeuble de standing avec parking, bel appartement familial de 239m² composé, d'une entrée, d'une double réception, d'une salle à manger d'un bureau, d'une grande cuisine dînatoire, de 5 chambres et 4 salles de bains / douches. Cet appartement dégagé et très lumineux est entouré de balcons terrasses (un de 20m² et un de 24m²) avec vue dégagée et vue sur la Tour Eiffel. Il bénéficie d'un parking dans l'immeuble ainsi que d'une cave.",Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Ascenseur,Belle vue,Cave,,Non reference,Non reference,,Terrasse,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['239 M²']
Appartement,Paris 16ème,3 Chambres,4 Pièces,"1 345 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Quartier Muette - Rue Alfred Bruneau Immeuble des années 60/70 (façade pierre de taille porteuse) récemment ravalé, au 4ème étage, un appartement de 4 pièces: entrée, double séjour, 2 chambres, salle de bain, WC séparé, cuisine, rangements. Balcon. Facilement modulable en 3 chambres. Appartement vendu avec une cave. Ascenseur, digicode, interphone. Gardienne. Visite virtuelle disponible. Visite physique sur RDV.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1970,Au 4ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['97 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 790 000 €
Les honoraires sont à la charge du vendeur","Avenue Foch Paris 16ème. AVENUE FOCH. Dans un bel immeuble récent de grand standing idéalement situé à proximité de la Place Victor Hugo, un appartement familial et de réception situé au 5ème étage desservi par ascenseur, exposé plein Sud, sans aucun vis-à-vis, et bénéficiant d'une jolie vue dégagée. Galerie d'entrée, séjour doté d'un balcon, salle à manger, cuisine séparée, 3 chambres, une salle de bains, une salle d'eau, toilettes séparées. 2 caves. 2 places de parking dans l'immeuble. SECTORISATION JANSON DE SAILLY. Charges annuelles de copropriété: 11 880 euros (gardien, chauffage, eau chaude).",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1955,Au 5ème étage,Bâtiment de 8 étages,Ascenseur,Belle vue,Non reference,Parking,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['146 M²']
Appartement,Paris 16ème,2 Chambres,3 Pièces,"910 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Belles Feuilles / Victor Hugo - 2 chambres Idéalement situé, en plein coeur des commerces, et à quelques mètres de la place Victor Hugo, cet appartement de charme de 67m² est composé d'une entrée, d'un double séjour, de deux chambres, d'une cuisine meublée et équipée et d'une salle de douche. Ce bien rare bénéficie d'un plan optimisé, et a entièrement rénové par un architecte, avec des matériaux de qualité. Une cave complète cette offre.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1920,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['67 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 648 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - FOCH/LALO Proche avenue Foch, dans un très bel immeuble ancien en 1890, appartement familial avec double réception, une grande cuisine, 3 chambres (une chambre sur rue et deux chambres sur cour), une salle de douche et une salle de bains. Charme de l'ancien. Très calme. Consultants Immobilier aujourd'hui reconnu comme le leader de l'immobilier haut de gamme depuis 25 ans sur l'ouest parisien grâce à son réseau unique de 14 agences et 70 collaborateurs rassemblés sous le célèbre logo bleu marine. Consultants Immobilier, le luxe en toute simplicité..",Non reference,2 Salles de bain,Non reference,Année de construction 1890,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Non reference,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['135 M²']
Appartement,Paris 16ème,Non reference,Non reference,"355 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Avenue Victor Hugo- studio profession libérale possible Au rez-de-chaussée d'un immeuble ancien de grand standing de l'avenue Victor Hugo, aux parties communes rénovées et sécurisé 24h/h, un studio de 20 m² ouvrant sur une belle cour paysagée, composé d'une pièce de vie avec cuisine ouverte et d'une salle d'eau. Ce bien rare est complété par une cave. Excellente localisation et possibilité de profession libérale.",Non reference,Non reference,Non reference,Année de construction 1900,Non reference,Non reference,Non reference,Non reference,Cave,,Non reference,Non reference,,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['20 M²']
Duplex,Paris 16ème,4 Chambres,6 Pièces,"1 590 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,99% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 529 000 €","Église d'Auteuil - Sectorisation Jean Baptiste Say - Quai Louis Blériot Nous vous proposons en exclusivité cet appartement familial en duplex avec 5 chambres, situé au deuxième et troisième étage avec un plan optimal et une hauteur sous plafond de 3.35. Au premier niveau, une entrée, un séjour, une cuisine indépendante, deux chambres avec une salle de bain et un WC séparé. Au second niveau, trois chambres avec deux salle d'eau et un WC séparé. Vue dégagée et sans aucun vis à vis, appartement très lumineux et traversant. Immeuble de bon standing aux parties communes tout juste refaites. Une place de parking disponible en sus dont 3.99 % honoraires TTC à la charge de l'acquéreur.",2 Salles d'eau,1 Salle de bain,2 Toilettes,Année de construction 1954,Au 3ème étage,Bâtiment de 6 étages,Ascenseur,Belle vue,Cave,Parking,Non reference,Non reference,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['142 M²']
Appartement,Paris 16ème,6 Chambres,7 Pièces,"7.245.000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Foch - Appartement d'exception - 5 chambres Proche de l'Arc de Triomphe, dans un immeuble haussmannien de grand standing gardienné et sécurisé, au 4ème étage, appartement de réception ou familial de 386 m² exposé plein Sud, rénové avec des matériaux de qualité, bénéficiant d'une vue dégagée sur l'avenue Foch. Il se compose d'une galerie d'entrée, d'un grand salon, d'une salle à manger, d'une cuisine dînatoire, d'une buanderie, d'un dressing, de cinq chambres, de trois salles de bains dont deux avec douche. Parquet et cheminées. Une chambre de service au 6ème étage, une place de parking et une cave complètent cette offre.",Non reference,Non reference,Non reference,Année de construction 1890,Au 4ème étage,Bâtiment de 6 étages,Ascenseur,Belle vue,Cave,Non reference,Non reference,Non reference,,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['386 M²']
Duplex,Paris 16ème,5 Chambres,6 Pièces,"2 100 000 €
Les honoraires sont à la charge du vendeur","Appartement terrasse place des États Unis Place des États Unis, dans un Très Bel Immeuble Haussmannien ravalé, comme une maison, splendide appartement en duplex de 150 m² avec terrasse de 24 m² de plain-pied. Au Premier Niveau, Double Réception avec Grande Cuisine Attenante et une Chambre avec Salle de Douche A l'étage une Suite Parentale avec dressing et salle de bains, deux chambres et une salle de bain indépendante complètent ce bien. MC IMMO 32 Avenue Kléber 75116 Paris.",Non reference,Non reference,Non reference,Année de construction 1900,Non reference,Bâtiment de 3 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,,Terrasse,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['150 M²']
